Precision,Recall,TNR,NPV,F-Score
0.36893203883495146,0.5588235294117647,0.9237089201877934,0.9632802937576499,0.4444444444444444
0.0,,0.25,1.0,
0.2530395136778115,0.8538461538461538,0.616015625,0.9651162790697675,0.3903868698710434
0.375,0.5,0.9444444444444444,0.9659090909090909,0.42857142857142855
0.34951456310679613,0.3956043956043956,0.9670761670761671,0.9728126544735541,0.3711340206185567
0.47368421052631576,0.6,0.9484536082474226,0.968421052631579,0.5294117647058824
0.2631578947368421,0.4166666666666667,0.9285714285714286,0.9629629629629629,0.3225806451612903
